visual_reference_id,disease,group,tsne_x,tsne_y
vr_VgsR9aUo4OxhskQBW88uQxUy,CKD,pure,6.8873935,-8.216592
vr_turjzXQQJXsRtBP0mp-Wj8P1,CKD,intermediate,31.822588,-16.328503
vr_k6AE0-1lEODJJuztSBj8kLOG,CKD,pure,21.729328,-15.468438
vr__QDs_tFCjvOJvpH7TyQJ9zWe,CKD,intermediate,46.61549,-8.5847645
vr_fSbq-COWeRROvwYg6SgAiYXd,CKD,pure,10.662769,12.934088
vr_1U5rEjY-4F5u16shUvlFbjZp,CKD,pure,12.302164,-13.964935
vr_1hjHdxNeRmGrpFKfXQ6RD-tg,CKD,pure,4.2444983,-14.839319
vr_5T53P1ctmw7-vo0D3Ay3wsED,CKD,pure,14.321741,-16.031784
vr_sKskojuaFoJiCw8Rs6PqAlyW,CKD,intermediate,43.140327,-18.727915
vr_ZmJlngZsal1VEv2ZymgD1Csc,CKD,overlap,39.042942,-0.32940924
vr_cwDYF_J39e-Dyar-li1Vfjs2,CKD,overlap,41.382248,-16.065859
vr_sdvxT5fazu92As1rAWq3UPIJ,CKD,overlap,34.170837,-34.856853
vr_K7bMkZQNwHbDRnApDKzgw0c8,CKD,intermediate,4.4974837,4.2569413
vr_Ao6h6FAkydpd9aQkJIbGSd9z,CKD,overlap,30.771362,14.608333
vr_0zcONHQqGAw2lR_CtOleg6Kd,CKD,overlap,18.988108,31.27207
vr_pcJWDSTx36kKxUvFGixVEwQv,CKD,intermediate,8.80933,-10.766153
vr_3G6sBTJAZh3mBIHBsPAOX3Sm,CKD,overlap,40.15082,26.653393
vr_oD0vcF_rjsSLHk6aL8MwfABp,CKD,overlap,20.617212,16.80088
vr_BsIW_-haVtYeRaFPioZUfxYj,CKD,pure,35.39203,-17.91799
vr_NcZB3pZQiEGt3BqKesS2diYT,CKD,intermediate,17.846779,3.2058961
vr_sJe5X8IQGcGdI0HLoBbAKf5N,CKD,pure,9.644987,10.084032
vr_mps4aHnQk1ksQLw9tUhqvEia,CKD,intermediate,34.51561,-19.687727
vr_4xJQk5KXBTglxWilBcE9NNEv,CKD,pure,25.705904,-28.749174
vr_Q3tDc4RCA0oywc77Dd8foCZz,CKD,overlap,-41.85821,29.416529
vr_WmKbpz6P17CPray8v8AyM7bg,CKD,intermediate,-3.7075489,-17.64245
vr_ZQgyGjbASAvmHYDfc1abucqF,CKD,intermediate,27.561432,-25.749794
vr_7ZZIPT4Y4XcQsYi_w3l0f2Wz,CKD,overlap,35.93612,8.198552
vr_f4pu7ui4d3WczKGvvLMEVHu-,CKD,overlap,21.602158,-5.073422
vr_qa2DfuW-Cg14nMmWxoVSYfd1,CKD,intermediate,25.413485,-24.500685
vr_5Y-5oGLaPgsxDEG7dsg54Ns2,CKD,overlap,3.8211734,30.054403
vr_2NwKIPrBjVAK26o4RWeoqbWv,CKD,pure,29.276175,-20.433876
vr_3DcUcnyBOZywBz0c6KMhv7cF,CKD,pure,9.880491,11.614377
vr_5XvpCdtXc-jh5Ns0eJxu6JOc,CKD,pure,21.89621,-15.849071
vr_CIoA8QWeqqs5iOzfbXOM_KSz,CKD,overlap,-9.089593,45.01002
vr_AdNmj8_8jxnC0ZRtRy8pX2O9,CKD,intermediate,25.269804,-23.662842
vr_Qh3Dnp6MJVORkEauX9yV3fd-,CKD,overlap,21.67136,5.959768
vr_32Uy9C86BAyJbZb_o4YGbbT9,CKD,overlap,49.367996,-11.759678
vr__PWQT1vvh-hcSM3nbf6Be_qi,CKD,overlap,-16.414097,13.675101
vr_CKsPLOL23E0X70Y8sRnbN1-K,CKD,overlap,-7.060664,-21.315804
vr_O12Q8rShd_XxOyYxM1ztqH8U,CKD,pure,14.813187,-21.309715
vr_1DuUw2SQbdl_2KSS_LY9oOLA,CKD,overlap,46.517193,-8.740061
vr_hk7OR541Q8h_glp3iktZ4dkc,CKD,overlap,27.800858,32.56274
vr_739_ialBUmKu59Z44cp0r8fq,CKD,pure,1.1891774,2.530442
vr_vO4ye54qcxRYzYt-oImDPSFs,CKD,overlap,31.12812,7.040225
vr_VOZUaEFfNNrMIx1n3Wp232uk,CKD,overlap,37.896362,-27.222174
vr_CNW8Kq4ZPKtJdhYpajU1QwZf,CKD,overlap,11.483131,42.999023
vr_7x8H8N4WEH9VduGK3uy20EYj,CKD,pure,6.2815824,5.776491
vr_WfiCHtO15G88KkBqHnPyxH4J,CKD,intermediate,7.380475,11.376934
vr_G_O1F6eXcaBErxyss1S_JuRu,CKD,intermediate,-3.3537502,9.650739
vr_FNZGFE9gCqKaYEwLpSH3Qsnx,CKD,pure,8.78594,-8.33426
vr_hasYgaujLO8dbAO0XjyBFHbL,CKD,overlap,39.578506,-29.201708
vr_A_vVGoslSkz4nZZ7eQ_fuvwm,CKD,overlap,54.836205,13.695972
vr_7OBcaSV4OGuUbJ34EXfOats5,CKD,overlap,37.582672,33.242878
vr_EjBXEZAqRWlDAKbj0f8abmzP,CKD,intermediate,19.136768,20.778894
vr_CBES6CUCXMzJLS9z-rN14u26,CKD,overlap,54.646206,-8.605534
vr_8_cBZoI6uMvtG0E9XMreuYJc,CKD,overlap,-24.495785,-16.987293
vr_TarjQKvACrs07obHQ4QkN2Zq,CKD,overlap,-3.2244704,-38.77166
vr_269TnC3YU3KTeG3oKTTmAmvX,CKD,pure,-11.736023,-14.83831
vr_NqcXweHBn_EeHhIE7b0L3JrN,CKD,pure,13.005232,-3.319823
vr_wUxnwTxvd4diQ7X1aH59FmTP,CKD,intermediate,36.556347,-21.674992
vr_5mkJd07s3GegpXEbHH1Ao4Ly,CKD,intermediate,16.523787,17.32145
vr_3ANmLj76pvdXUzkajeLa4LQH,CKD,overlap,33.28725,13.795602
vr_JITHhA0y_OEtmhgOBuh-rvzw,CKD,overlap,-42.529194,3.3250592
vr_SxKNgwy924UqYI2aPCLQurAW,CKD,overlap,20.773584,36.590492
vr_XSnn3563gXAL_dpL6aScY5PN,CKD,overlap,22.265978,-49.09576
vr_Y32sMqqXPhdvQKP7Q3oqkcXO,CKD,overlap,-19.492428,7.5910215
vr_VSSDAhVPe8apHUKiucOqsLVF,CKD,overlap,33.269936,-38.104664
vr_zWeZJn55lWwqwGVcjtDYp3cj,CKD,intermediate,-0.81109405,-5.8250647
vr_BrUmqDGK8cD2QuGLfmc4QaeV,CKD,intermediate,10.900982,-0.39605507
vr_ARjkhvtlaUOsD_LY_A_j45Gl,CKD,overlap,-42.309654,17.29764
vr_u0CS79IClzXi8SyPwryw_tyf,CKD,overlap,2.6588974,6.7958736
vr_yUN1Mzf6fnNGocVHeQCEu33l,CKD,pure,-10.302655,-14.7234745
vr_gLC8CORVHk5TU-qdzGw9QDNQ,CKD,intermediate,27.683493,-36.075897
vr_1HaN871x_PfjutoUinYBq3mz,CKD,pure,27.5514,-27.879988
vr_R_ZI7Ib2mcbCCNk3emCoNz4v,CKD,pure,-8.237278,2.96875
vr_yf9-rxTSZAkB2i_RHG_3OEve,CKD,intermediate,42.801117,-26.972076
vr_nVgzy2rE2Qsud1IPf4DlNQ5H,CKD,pure,-8.254208,4.3395114
vr_HLsfKYFhcxs7yidx84qcqHlz,CKD,overlap,-18.000225,24.841719
vr_Rl_s691CILxVTkMFyrD658qR,CKD,pure,13.807291,-13.231509
vr_9qQzhRuz9kgK4G0tZ6mfMAjk,CKD,intermediate,-10.758456,1.3885919
vr_X73qoQp1V7M_bJU4oyOwf_4w,CKD,overlap,-4.194831,-18.402662
vr_iAvVqg0C3swAjZlIhF5JnKjm,CKD,overlap,-16.072624,3.317182
vr_ERBxp3hWflm_zbcQHg8UjdTz,CKD,intermediate,41.749996,-18.703901
vr_-PmbDFkuFGPdhnARP0qmGy2y,CKD,intermediate,7.3177896,-20.584675
vr_3rHoizDXBe2bbl67fbLzDCAQ,CKD,intermediate,26.89398,-3.8335338
vr_WKqoV_DWKSOh-NtQ5ejLQ0pL,CKD,intermediate,6.729705,-18.881708
vr_5b3Qnz21SKx0XHOniAQPUqs1,CKD,overlap,-3.0812578,-30.859447
vr_ZOY79MmDucYnbfLR8XY7xjWS,CKD,intermediate,29.775322,-13.925449
vr_SJWSAAjv4hSimm-cd50k1RJm,CKD,intermediate,34.359085,-23.89406
vr_e9xByKqf-s-R62usCZ7gTfzd,CKD,pure,20.728266,2.9070055
vr_0wcguUebR5BeDpdC3zszQIlv,CKD,intermediate,13.541472,17.589512
vr_Qu9y1wVsy1Hqfn6SS15SlMAO,CKD,overlap,-7.558435,-40.58243
vr_BHSlGKM8M1naXjuUqv3t8w9u,CKD,intermediate,24.625174,8.441072
vr_Clb5HfV7ctdfNxnB5XrJryhY,CKD,pure,9.540665,3.978228
vr_zdCaYlumQDTUgyvT5IsIUw9N,CKD,intermediate,25.025692,-1.5733985
vr_IUZpwOBCWNdDsDWpxp5aVMhy,CKD,overlap,39.84797,-35.32756
vr_6d1Yzjq-eEb1sGVtIeZt0iuX,CKD,pure,21.771646,-15.712068
vr_3lRqtW9A_bvFP6S3fZ9ciC1R,CKD,overlap,40.30173,-7.0305524
vr_F3NL2rBCnB2Fi_6EoHZfqKzD,CKD,overlap,45.714245,-13.790203
vr_-Jsp4bSxysAEeE7uxeMQ9uE5,CKD,overlap,36.464138,14.886517
vr_Y6m4jZyIYiBExvRdTI48Lnp5,CKD,pure,-2.78249,7.930276
vr_fBx0xpHL7JaGflT_4n8sMPJ2,CKD,intermediate,-5.48407,4.9835405
vr_XwoXFtE0t4CzViWUkaUDCI1i,CKD,intermediate,14.047828,-21.599182
vr_MacdDaIF3sZME5LF58vOryYu,CKD,pure,8.809647,6.9066834
vr_7nr5dNaj_Cbuug5RRjU4HVPC,CKD,pure,20.826643,1.6994328
vr_jSteV9kOP3gnY6rFB5folGu0,CKD,intermediate,26.203253,-30.172445
vr_LfXIOvolVLdvij9cWnDu_3nz,CKD,overlap,23.62613,-51.13382
vr_CS-y0fzVtjFM9GJqbL-ft7HQ,CKD,overlap,1.5863415,-1.8682659
vr_P3iNO7PQnxA0jkOSsdjxCLTr,CKD,overlap,-6.5274277,14.581446
vr_oi9HP206pDQPJcLKITNUcF-V,CKD,intermediate,42.893467,-17.312689
vr_TSYkV79tKS5Bx_-jdTSftrCa,CKD,overlap,20.806564,-5.2923727
vr_wpw-g9j3TpZer9A-QmKdv3px,CKD,pure,32.70853,-18.906788
vr_iHNqqlK-R9HsNxEcjRx5KyIU,CKD,intermediate,13.684301,-23.167116
vr_0dvosO_wMJfRLigZWeJozY5I,CKD,intermediate,-0.15425627,-7.028092
vr_5KYDhjU--PHE_C1R5OhcROHq,CKD,intermediate,9.751327,-17.8469
vr_XEg2sN6g98hbL8A6Nxwy4kIF,CKD,overlap,35.2843,-30.049238
vr_qPlkbFLH-K0TWukHZ-cpx8Aj,CKD,pure,-4.585171,-13.7588005
vr_8oDUQWKbj5FDcrL2NyX-f9z5,CKD,intermediate,-4.446296,4.427706
vr_2Ap5P_BrCVx4BTTLw9EEakd_,CKD,pure,0.8532952,11.491911
vr_1iOIScLUYtI4HY81axRaDT4g,CKD,overlap,-10.570365,-43.008854
vr_bJhWNcK-E-eZyHMHForKbIUG,CKD,intermediate,8.71987,-11.163472
vr_fVa2cvqniA1VKkAWU8vX9fp4,CKD,overlap,36.572163,-33.548454
vr_aijWKrXxMLpUuzgP-uQFBR7z,CKD,pure,3.6384046,1.3045242
vr_mPgWxsjBaYGkLTM_LY62oRVJ,CKD,intermediate,15.154451,9.31102
vr_oCTziY3DNuUT0eoY-VWo9VoW,CKD,overlap,28.642101,25.967901
vr_DyI7CXFgshBiJisfVylhs1Fk,CKD,overlap,34.027367,32.55154
vr_0K3NytX65Fb-U5RZStBJzKe4,CKD,intermediate,29.327898,-24.384785
vr_vMe4gR0IdqrqZHhiy_nn6tRP,CKD,pure,16.298891,-20.68267
vr_m1erqfAhUR0M4NYqnWU82Ftb,CKD,overlap,45.484043,2.3962777
vr_-sTdcV3b0L8UoR4tzbzFFxoT,CKD,intermediate,-4.1393285,-10.878553
vr_bGI08HGWbP4XFDgmkIbQSG6R,CKD,intermediate,8.346643,1.4283307
vr_VJg9KoUCu0nm7pwLezX0ATgI,CKD,intermediate,9.26034,-3.5483506
vr_oI6OJHQc3qytO_Uhgp1BFpdq,CKD,intermediate,11.489442,17.51372
vr_dCbVg9NcqsH1ZgT8YtXP6Qjf,CKD,overlap,22.41188,-48.58818
vr_SE5FIPosDUFFTk4CHQgPQccZ,CKD,intermediate,20.893532,28.999395
vr_x6GJjVmxzi2C2MlxwKX0BeHs,CKD,overlap,25.367785,18.482178
vr_1U_chBYuDKmPIYkp-KY1ZLWQ,CKD,overlap,36.395966,-25.90045
vr_73BcwP3Y9qj15Yhn34_bgOCn,CKD,intermediate,19.660084,20.446798
vr_JJa654Qa1tTH4Za182Uc5ryf,CKD,pure,10.989854,-16.682014
vr_3ZBDhivSXFg-lA9DOW9tHWzx,CKD,intermediate,40.295845,-22.669962
vr_rG_zGzHk8zGiFA-viFI3yd85,CKD,intermediate,10.878487,-26.769009
vr_CoXwHFwT6H4Kxw2bbR7k9Zxv,CKD,overlap,-15.928398,-21.713087
vr_z1BykE2MQzGuAgSnBz_3mhGp,CKD,intermediate,-14.08584,7.797735
vr_MdV4hDwkVAEi0J0Zks-h3W_3,CKD,pure,12.959009,6.1863995
vr_Ljaa0sZXLFpOMvJma0y_ueHr,CKD,overlap,30.856243,-44.66087
vr_h3DvmSatB8LwtWv35GWBJstX,CKD,pure,22.207598,2.5385218
vr_SY5MkREqXtPkljHs42Tpol-l,CKD,overlap,-30.817982,-19.632994
vr_ppfa1ZnNPnBXfNjBkdNJeEMD,CKD,overlap,-0.3706474,-16.909643
vr_ple6Tfq_dG0WEHWFJ7qakV9h,CKD,pure,13.887071,-16.759384
vr_0L6Uysl-B91OOSyy2-hqHmnm,CKD,pure,-3.3414266,2.9232028
vr_N-qObnZfuvN2O5ioS1bohV8x,CKD,pure,12.158733,-1.9451241
vr_MkWD1GM2wNIOj5xEF9IWbyjc,CKD,overlap,-5.9574857,-20.21955
vr_KJ27qRaqYOfOd8NNZjZLY-Mm,CKD,overlap,2.189898,22.018873
vr_lEq2O66h_MHZKUlOYtAg2IK7,CKD,overlap,-39.443768,25.597805
vr_uk7YHlnWWSN55x_u6hl3P0vG,CKD,intermediate,37.982147,-7.3083377
vr_gCBoJKBHb9bgmNsjX34qPbh2,CKD,intermediate,24.101282,6.2115526
vr_FKKZpLRMewFiq6jcg2pGMUg7,CKD,overlap,-19.214905,-20.746836
vr_1YH_bJ72YsVqfuNF594zS2Dp,CKD,overlap,-24.295418,-1.7187663
vr_0PvLJG97kjdWQwFtdCHtjgWd,CKD,overlap,23.778555,-51.527157
vr_rNvXYIZxJgQ_VB6xVaUgoLBo,CKD,overlap,50.602253,-1.835032
vr_uJ-YGEd0oTwKv_n--PqieZ3-,CKD,intermediate,37.833153,-6.7958384
vr_WshB900qUox_R1FST6qsh7Cc,CKD,intermediate,20.83915,-35.366966
vr_IrGXEdkt0uDyEM_aKAfzn80s,CKD,pure,10.364889,7.2146573
vr_I-u1YnIx6B9con2ujiQbrAFG,CKD,overlap,-22.408533,-12.789252
vr_bjBM4WO-GnTeDVJ6QHcZg9pj,CKD,pure,21.79213,-16.497805
vr_5cz_XxmLH91uCKptZ-rVyt3M,CKD,overlap,-31.858353,-6.8418684
vr_Btf9ISoz_-88XNL24zOs9stU,CKD,intermediate,6.477051,-19.948393
vr_i_5W7OXJw49Tb5OQ8jyvlOwU,CKD,overlap,33.603985,28.103655
vr_L-5jDSqe4Qgzi-llHLNzDjGh,CKD,overlap,47.024246,0.43658513
vr_U10zBRe1Jv8l-xaLzGhkbiCM,CKD,overlap,37.425583,34.352142
vr__vy2OknHx3nJYCdPzVhHyOVO,CKD,intermediate,-12.080089,-11.476925
vr_kdkPY8Cb4SlmsH3pyVpeQTnG,CKD,overlap,55.248676,16.938643
vr_GnSGsjrcXPrs68DU3ct9gLcW,CKD,intermediate,25.2466,24.838753
vr_21qMfHCFnFzcNi6_M1ohTF7P,CKD,intermediate,22.393255,-13.789719
vr_cjA7kF9FaTT-KvTIvIVxqkVq,CKD,overlap,40.417583,-30.621202
vr_J44lZDfRQy5epVL8Tnvg075V,CKD,pure,-5.1255293,8.714859
vr_El68TFXKCVvAfzOTgUklTBLU,CKD,overlap,33.37105,19.621183
vr_5pnW09lwQdzVpiiI5qJC16so,CKD,pure,11.841575,-15.523395
vr_1k4Wd8FlgzjN93ZJLcnRC2LX,CKD,intermediate,-3.552233,14.909817
vr_n_LIeuFREnUlwu52IrBgct0h,CKD,intermediate,-2.7295933,4.230131
vr_fRAxm5kweoSiegFsEkz6Sezc,CKD,overlap,-27.089434,-19.732103
vr_KATMsMFepL6qOUvOMlJ0wim8,CKD,overlap,37.18285,16.894651
vr_D4a9detOloh0zeInDOX22qRx,CKD,overlap,48.260548,-22.83889
vr_Cce4g7wvFM2rxMBOU6jDNboI,CKD,pure,4.6063538,-7.766821
vr_RDCdhL9lvqACdufy4t0X-ECW,CKD,intermediate,21.057951,4.7434416
vr_E9ISx7Ia5rWkitI0kUZv2Xhu,CKD,overlap,30.772923,27.935389
vr_Uxj3JJuUp_0sTOrpfcjvvtym,CKD,pure,13.524804,13.3699255
vr_tXIxt4flCRS_yT4AODDZMLf4,CKD,overlap,49.989353,-11.983123
vr_lleXJOAl-ZNbTC1T0EYaa5F-,CKD,overlap,2.3534727,8.681398
vr_grf6kByJwMToIzCyEOOSd7yt,CKD,pure,-0.9371321,15.443608
vr_LWDw2kNgGQ-8rw9p6FmZNVbv,CKD,intermediate,32.622154,-15.60113
vr_17F2R5us8_VMUiV49dujc0XL,CKD,overlap,40.830948,-28.146006
vr_5lWlV1ognPZczyUk85l7v-Zt,CKD,overlap,51.26024,8.612649
vr_ArMNlVMDfaKpTicRi29XzDDh,CKD,overlap,4.26545,23.475367
vr_ml5rQCFdbCJTpGZ66ATVCv2M,CKD,overlap,-7.318033,-46.49803
vr_33aQ-1xfaEKqnimaK_-igzAd,CKD,overlap,22.838514,-49.602646
vr_UmvWLWRZL7uq02Xb_p2GLRAy,CKD,pure,-1.2145054,13.363077
vr_mYZHS7doPt0T-Uene-rvjgK7,CKD,overlap,-19.275063,-3.0486732
vr_64Wi7JEF4Vx1z9TuxEwps3mm,CKD,overlap,18.917646,28.009975
